Instrument,InstrumentSub,Sector,"Periode ",waarde
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2009-10,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2009-11,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2009-12,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-01,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-02,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-03,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-04,4.74
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-05,4.74
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-06,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-07,4.78
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-08,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-09,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-10,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-11,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2010-12,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-01,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-02,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-03,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-04,4.76
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-05,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-06,4.78
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-07,4.78
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-08,4.79
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-09,4.79
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-10,4.78
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-11,4.78
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2011-12,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2012-01,4.77
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2012-02,4.75
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2012-03,4.74
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ",2012-04,4.73
